2014008887;2;01        ;AB   -00099128 ;20140929;2916.00;641536;L-TREVISSAGE 30 CAPSULAS;729.00;4;2916.00;
2014008888;2;01        ;AB   -00099129 ;20140929;672.50;641517;L-GRANUDOXY 28 TABLETAS;224.17;3;672.50;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;616184;A-CR CONT DE OJOS 10ML;173.54;8;1610.40;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;647491;A-BARRA DERMOLIMP C/C NF;79.66;1;92.40;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;639051;A-AKERAT S CREMA 100ML;162.16;2;376.21;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;118998;A-AGUA TERMAL AVENE 50ML;48.36;12;673.17;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;614216;A-LAP LAB COLD CREAM 4GR;79.66;2;184.81;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;638646;A- COUV FONDO ARENA 30ML;199.14;1;231.00;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;616626;A- COUV COMP CONF ARENA;243.52;2;564.96;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;648387;A-HP COMP50 DORE 2011;227.02;2;526.68;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;648172;A-CLEAN LOCION 200ML;175.81;6;1223.62;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;644734;D-ELUTION SHAMPOO 200ML;141.68;18;2958.17;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;638308;D-CHRONOSTIM 2X50ML;412.50;2;957.00;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;642794;D-ICTYANE HD BALS 400ML;238.40;1;276.54;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;642488;D-KERACNYL MASC EXF 40ML;139.40;1;161.70;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;647224;D-KERACNYL LOC PURIF 200M;153.05;1;177.54;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;644018;M-EXOMEGA LOC 400ML;236.69;2;549.13;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;637190;K-SHAMPOO ORTIGA 200ML;82.50;12;1148.40;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;636851;K-SHAMPOO CENTAURE 200ML;82.50;3;287.10;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;643678;K-ACOND QUININA 150ML;84.21;2;195.37;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;644409;K-CREMA GRANADA 150ML;84.21;1;97.68;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;643202;L-DEXERYL 250ML;79.66;10;924.03;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;649059;A-CLEANANCE SOLAR FPS 30N;190.61;1;221.10;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;643751;D-KELUAL DS CREME 40ML;158.75;3;552.43;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;646863;D-MELASCREEN DESPIG 30ML;318.05;1;368.94;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;929227;A-COUV STICK MONO VERDE11;170.12;2;394.68;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;929142;A-POLVO MOS ECLAT´11;236.12;1;273.90;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;930717;G-ARG CUID REAFIR NOCHE P;363.00;2;842.16;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;931339;G-PUR CREMA DESMAQUI 2N1;145.09;2;336.60;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;931276;G-OPH CUIDADO 30ML;395.43;3;1376.10;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;926019;M-EXOMEGA CREMA 400ML;264.57;4;1227.60;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;930915;M-PRIMALBA CREME DOUCEUR;114.36;1;132.66;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;936651;A-CLEAN AGUA DERM 400ML;199.14;17;3927.04;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;932326;M-EXOMEGA BALSAMO 400ML;271.97;1;315.48;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;936321;A-CC CREMA MANOS 50ML;73.97;2;171.60;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;940555;A-XERACALM A.D. CREMA 200;210.52;4;976.80;
2014008889;2;01        ;AB   -00099130 ;20140929;22393.35;939254;D-SENSINOL SHP 200ML;141.68;10;1643.43;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PD3673;D-DUO KERTYOL PSO´14;187.19;9;1954.29;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PA3687;A-KIT D-PIGMENT+COSMETIQU;278.23;8;2581.95;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PA3600;A-KIT TRIXERA CR400ML+ATA;266.84;8;2476.30;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PA3598;A-KIT CC DUO BARRAS´14;119.48;8;1108.80;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PA3279;A-KIT CC  CR MANOS+STICK;107.54;6;748.44;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PA3269;A-KIT CC  LECHE400+GEL100;238.40;5;1382.69;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PA3262;A-KIT CPI+ATA ED LIM´14;205.97;6;1433.52;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PM3698;M-KIT EXO TX 7 DIAS;82.50;8;765.60;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;PA3266;A-KIT CC COSMETIQUERA;170.12;8;1578.74;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;942157;D-CREASTIM 2X30ML;460.29;3;1601.81;
2014008890;2;01        ;AB   -00099131 ;20140929;16445.98;636857;K-SHAMPOO QUININA 200ML;82.50;36;3445.20;
2014008891;2;01        ;AB   -00099132 ;20140929;2807.85;119750;A-AGUA TERMAL AVENE 150ML;109.25;2;253.45;
2014008891;2;01        ;AB   -00099132 ;20140929;2807.85;638267;D-EXTRA SUAVE SHP 300ML N;130.29;5;755.68;
2014008891;2;01        ;AB   -00099132 ;20140929;2807.85;645340;D-KELUAL DS SHP 100ML;158.75;8;1473.15;
2014008891;2;01        ;AB   -00099132 ;20140929;2807.85;636851;K-SHAMPOO CENTAURE 200ML;82.50;1;95.70;
2014008891;2;01        ;AB   -00099132 ;20140929;2807.85;940548;A-XERACALM A.D.BALSAMO200;221.90;2;514.80;
2014008891;2;01        ;AB   -00099132 ;20140929;2807.85;939254;D-SENSINOL SHP 200ML;141.68;1;164.34;
2014008892;2;01        ;AB   -00099133 ;20140929;3220.96;PD3673;D-DUO KERTYOL PSO´14;187.19;2;434.29;
2014008892;2;01        ;AB   -00099133 ;20140929;3220.96;PA3687;A-KIT D-PIGMENT+COSMETIQU;278.23;2;645.49;
2014008892;2;01        ;AB   -00099133 ;20140929;3220.96;PA3600;A-KIT TRIXERA CR400ML+ATA;266.84;2;619.07;
2014008892;2;01        ;AB   -00099133 ;20140929;3220.96;PA3598;A-KIT CC DUO BARRAS´14;119.48;2;277.20;
2014008892;2;01        ;AB   -00099133 ;20140929;3220.96;PA3279;A-KIT CC  CR MANOS+STICK;107.54;1;124.74;
2014008892;2;01        ;AB   -00099133 ;20140929;3220.96;PA3269;A-KIT CC  LECHE400+GEL100;238.40;1;276.54;
