0;999984;Avene;B001;B004;#f38674;A
0;999371;ADerma;B001;B004;#b3ad89;M
0;999993;Ducray;B001;B004;#536472;D
0;999970;Galenic;B001;B004;#4d4d4d;G
0;999370;Elancyl;B001;B004;#00a748;E
0;999990;Klorane;B001;B004;#008653;K
0;999974;Furterer;B001;B004;#008653;F
0;999015;PFD;B001;B004;#a5a4a9;PFD
0;913000;PFS;B001;B004;#025c9d;PFS
1;RAVSOL;Solares;B004;B004;#a5a4a9;
1;RAVAAG;Antiedad;B004;B004;#a5a4a9;
1;RAVCLE;Cleanance;B004;B004;#a5a4a9;
1;RELCEL;Elancyl;B004;B004;#00a748;
